# ir	alpha	ctx	bpb
  1	0.05	2	2.50251
  1	0.05	3	2.31171
  1	0.05	4	2.31077
  1	0.05	5	2.31458
  1	0.05	6	2.3305
  1	0.05	7	2.39531
  1	0.05	8	2.64088
  1	0.05	9	3.22459
  1	0.05	10	3.16495
  1	0.05	11	2.61978
  1	0.05	12	2.39168
  1	0.05	13	2.33653
  1	0.05	14	2.32491
  1	0.05	15	2.32253
  1	0.05	16	2.32206
  1	0.05	17	2.32196
  1	0.05	18	2.32194
  1	0.05	19	2.32193
  1	0.05	20	2.32193
