# ir	alpha	ctx	bpb
  0	0.05	2	2.42505
  0	0.05	3	2.32103
  0	0.05	4	2.32268
  0	0.05	5	2.32975
  0	0.05	6	2.3592
  0	0.05	7	2.47689
  0	0.05	8	2.89631
  0	0.05	9	3.40055
  0	0.05	10	2.87449
  0	0.05	11	2.46322
  0	0.05	12	2.35177
  0	0.05	13	2.32797
  0	0.05	14	2.32314
  0	0.05	15	2.32218
  0	0.05	16	2.32198
  0	0.05	17	2.32194
  0	0.05	18	2.32193
  0	0.05	19	2.32193
  0	0.05	20	2.32193
