# ir	alpha	ctx	bpb
  0	0.05	2	2.4732
  0	0.05	3	2.3135
  0	0.05	4	2.31514
  0	0.05	5	2.32216
  0	0.05	6	2.35154
  0	0.05	7	2.46847
  0	0.05	8	2.87797
  0	0.05	9	3.36231
  0	0.05	10	2.896
  0	0.05	11	2.47727
  0	0.05	12	2.35562
  0	0.05	13	2.32887
  0	0.05	14	2.32333
  0	0.05	15	2.32221
  0	0.05	16	2.32199
  0	0.05	17	2.32194
  0	0.05	18	2.32193
  0	0.05	19	2.32193
  0	0.05	20	2.32193
