# ir	alpha	ctx	bpb
  1	0.05	2	2.40435
  1	0.05	3	2.32193
  1	0.05	4	2.32281
  1	0.05	5	2.32664
  1	0.05	6	2.34268
  1	0.05	7	2.40822
  1	0.05	8	2.65825
  1	0.05	9	3.29435
  1	0.05	10	3.16245
  1	0.05	11	2.5841
  1	0.05	12	2.37985
  1	0.05	13	2.33378
  1	0.05	14	2.32431
  1	0.05	15	2.32241
  1	0.05	16	2.32202
  1	0.05	17	2.32195
  1	0.05	18	2.32193
  1	0.05	19	2.32193
  1	0.05	20	2.32193
