# ir	alpha	ctx	bpb
  1	0.05	2	2.49455
  1	0.05	3	2.31596
  1	0.05	4	2.30491
  1	0.05	5	2.3087
  1	0.05	6	2.32457
  1	0.05	7	2.38919
  1	0.05	8	2.63244
  1	0.05	9	3.1945
  1	0.05	10	3.16168
  1	0.05	11	2.63574
  1	0.05	12	2.39825
  1	0.05	13	2.33815
  1	0.05	14	2.32546
  1	0.05	15	2.32263
  1	0.05	16	2.32208
  1	0.05	17	2.32196
  1	0.05	18	2.32193
  1	0.05	19	2.32193
  1	0.05	20	2.32193
