# ir	alpha	ctx	bpb
  1	0.05	2	2.37835
  1	0.05	3	2.32214
  1	0.05	4	2.32302
  1	0.05	5	2.32685
  1	0.05	6	2.34286
  1	0.05	7	2.40849
  1	0.05	8	2.65868
  1	0.05	9	3.29553
  1	0.05	10	3.16208
  1	0.05	11	2.58341
  1	0.05	12	2.37947
  1	0.05	13	2.33383
  1	0.05	14	2.32431
  1	0.05	15	2.3224
  1	0.05	16	2.32203
  1	0.05	17	2.32195
  1	0.05	18	2.32193
  1	0.05	19	2.32193
  1	0.05	20	2.32193
