# ir	alpha	ctx	bpb
  0	0.05	2	2.4766
  0	0.05	3	2.29206
  0	0.05	4	2.2923
  0	0.05	5	2.29928
  0	0.05	6	2.32825
  0	0.05	7	2.4427
  0	0.05	8	2.82323
  0	0.05	9	3.253
  0	0.05	10	2.94015
  0	0.05	11	2.52421
  0	0.05	12	2.37013
  0	0.05	13	2.33248
  0	0.05	14	2.32418
  0	0.05	15	2.32238
  0	0.05	16	2.32203
  0	0.05	17	2.32195
  0	0.05	18	2.32193
  0	0.05	19	2.32193
  0	0.05	20	2.32193
