# ir	alpha	ctx	bpb
  0	0.05	2	2.45749
  0	0.05	3	2.30523
  0	0.05	4	2.30686
  0	0.05	5	2.31388
  0	0.05	6	2.34307
  0	0.05	7	2.45912
  0	0.05	8	2.85795
  0	0.05	9	3.31966
  0	0.05	10	2.91528
  0	0.05	11	2.49422
  0	0.05	12	2.36037
  0	0.05	13	2.33002
  0	0.05	14	2.32361
  0	0.05	15	2.32228
  0	0.05	16	2.322
  0	0.05	17	2.32194
  0	0.05	18	2.32193
  0	0.05	19	2.32193
  0	0.05	20	2.32193
