# ir	alpha	ctx	bpb
  0	0.05	2	2.40394
  0	0.05	3	2.32179
  0	0.05	4	2.32344
  0	0.05	5	2.33052
  0	0.05	6	2.36001
  0	0.05	7	2.47773
  0	0.05	8	2.898
  0	0.05	9	3.40422
  0	0.05	10	2.87169
  0	0.05	11	2.46207
  0	0.05	12	2.35157
  0	0.05	13	2.32788
  0	0.05	14	2.32311
  0	0.05	15	2.32216
  0	0.05	16	2.32198
  0	0.05	17	2.32194
  0	0.05	18	2.32193
  0	0.05	19	2.32193
  0	0.05	20	2.32193
