# ir	alpha	ctx	bpb
  0	0.05	2	2.45653
  0	0.05	3	2.30729
  0	0.05	4	2.30893
  0	0.05	5	2.31594
  0	0.05	6	2.3452
  0	0.05	7	2.46147
  0	0.05	8	2.86317
  0	0.05	9	3.33127
  0	0.05	10	2.91144
  0	0.05	11	2.48993
  0	0.05	12	2.35905
  0	0.05	13	2.32966
  0	0.05	14	2.3235
  0	0.05	15	2.32223
  0	0.05	16	2.32199
  0	0.05	17	2.32194
  0	0.05	18	2.32193
  0	0.05	19	2.32193
  0	0.05	20	2.32193
