# ir	alpha	ctx	bpb
  0	0.05	2	2.46054
  0	0.05	3	2.30312
  0	0.05	4	2.30475
  0	0.05	5	2.31174
  0	0.05	6	2.34088
  0	0.05	7	2.45672
  0	0.05	8	2.85308
  0	0.05	9	3.31066
  0	0.05	10	2.92056
  0	0.05	11	2.49867
  0	0.05	12	2.36164
  0	0.05	13	2.33022
  0	0.05	14	2.32364
  0	0.05	15	2.32227
  0	0.05	16	2.322
  0	0.05	17	2.32194
  0	0.05	18	2.32193
  0	0.05	19	2.32193
  0	0.05	20	2.32193
