# ir	alpha	ctx	bpb
  1	0.05	2	2.50069
  1	0.05	3	2.31152
  1	0.05	4	2.30701
  1	0.05	5	2.3108
  1	0.05	6	2.32669
  1	0.05	7	2.39145
  1	0.05	8	2.63557
  1	0.05	9	3.20534
  1	0.05	10	3.16283
  1	0.05	11	2.63004
  1	0.05	12	2.39585
  1	0.05	13	2.33762
  1	0.05	14	2.32516
  1	0.05	15	2.32259
  1	0.05	16	2.32208
  1	0.05	17	2.32196
  1	0.05	18	2.32194
  1	0.05	19	2.32193
  1	0.05	20	2.32193
