# ir	alpha	ctx	bpb
  0	0.05	2	2.45466
  0	0.05	3	2.30927
  0	0.05	4	2.3109
  0	0.05	5	2.31793
  0	0.05	6	2.34724
  0	0.05	7	2.46377
  0	0.05	8	2.86809
  0	0.05	9	3.34143
  0	0.05	10	2.9069
  0	0.05	11	2.48571
  0	0.05	12	2.35786
  0	0.05	13	2.32935
  0	0.05	14	2.32343
  0	0.05	15	2.32224
  0	0.05	16	2.322
  0	0.05	17	2.32194
  0	0.05	18	2.32193
  0	0.05	19	2.32193
  0	0.05	20	2.32193
