# ir	alpha	ctx	bpb
  1	0.05	2	2.52043
  1	0.05	3	2.31728
  1	0.05	4	2.31816
  1	0.05	5	2.32198
  1	0.05	6	2.33797
  1	0.05	7	2.40326
  1	0.05	8	2.65154
  1	0.05	9	3.26543
  1	0.05	10	3.16456
  1	0.05	11	2.59799
  1	0.05	12	2.38424
  1	0.05	13	2.33476
  1	0.05	14	2.32455
  1	0.05	15	2.32247
  1	0.05	16	2.32204
  1	0.05	17	2.32195
  1	0.05	18	2.32194
  1	0.05	19	2.32193
  1	0.05	20	2.32193
