# ir	alpha	ctx	bpb
  1	0.05	2	2.43808
  1	0.05	3	2.32135
  1	0.05	4	2.32224
  1	0.05	5	2.32605
  1	0.05	6	2.34208
  1	0.05	7	2.40754
  1	0.05	8	2.65726
  1	0.05	9	3.28972
  1	0.05	10	3.16264
  1	0.05	11	2.58598
  1	0.05	12	2.38037
  1	0.05	13	2.33394
  1	0.05	14	2.32436
  1	0.05	15	2.32242
  1	0.05	16	2.32202
  1	0.05	17	2.32195
  1	0.05	18	2.32193
  1	0.05	19	2.32193
  1	0.05	20	2.32193
