# ir	alpha	ctx	bpb
  1	0.05	2	2.47977
  1	0.05	3	2.31974
  1	0.05	4	2.32062
  1	0.05	5	2.32444
  1	0.05	6	2.34046
  1	0.05	7	2.40586
  1	0.05	8	2.65492
  1	0.05	9	3.28042
  1	0.05	10	3.16368
  1	0.05	11	2.59063
  1	0.05	12	2.38197
  1	0.05	13	2.33426
  1	0.05	14	2.32438
  1	0.05	15	2.32243
  1	0.05	16	2.32204
  1	0.05	17	2.32195
  1	0.05	18	2.32193
  1	0.05	19	2.32193
  1	0.05	20	2.32193
