# ir	alpha	ctx	bpb
  1	0.05	2	2.50308
  1	0.05	3	2.311
  1	0.05	4	2.30993
  1	0.05	5	2.31373
  1	0.05	6	2.32966
  1	0.05	7	2.3945
  1	0.05	8	2.63962
  1	0.05	9	3.21993
  1	0.05	10	3.16461
  1	0.05	11	2.6219
  1	0.05	12	2.39261
  1	0.05	13	2.33683
  1	0.05	14	2.32497
  1	0.05	15	2.32256
  1	0.05	16	2.32206
  1	0.05	17	2.32196
  1	0.05	18	2.32194
  1	0.05	19	2.32193
  1	0.05	20	2.32193
