# ir	alpha	ctx	bpb
  1	0.05	2	2.41775
  1	0.05	3	2.32177
  1	0.05	4	2.32265
  1	0.05	5	2.32648
  1	0.05	6	2.34248
  1	0.05	7	2.40801
  1	0.05	8	2.6581
  1	0.05	9	3.29282
  1	0.05	10	3.16251
  1	0.05	11	2.58496
  1	0.05	12	2.38026
  1	0.05	13	2.3338
  1	0.05	14	2.32424
  1	0.05	15	2.32238
  1	0.05	16	2.32203
  1	0.05	17	2.32195
  1	0.05	18	2.32193
  1	0.05	19	2.32193
  1	0.05	20	2.32193
