# ir	alpha	ctx	bpb
  0	0.05	2	2.47346
  0	0.05	3	2.31496
  0	0.05	4	2.31661
  0	0.05	5	2.32364
  0	0.05	6	2.35304
  0	0.05	7	2.47004
  0	0.05	8	2.88168
  0	0.05	9	3.36962
  0	0.05	10	2.89215
  0	0.05	11	2.47463
  0	0.05	12	2.35474
  0	0.05	13	2.32864
  0	0.05	14	2.32328
  0	0.05	15	2.32222
  0	0.05	16	2.32198
  0	0.05	17	2.32194
  0	0.05	18	2.32193
  0	0.05	19	2.32193
  0	0.05	20	2.32193
