# ir	alpha	ctx	bpb
  0	0.05	2	2.47381
  0	0.05	3	2.29859
  0	0.05	4	2.30022
  0	0.05	5	2.30722
  0	0.05	6	2.3363
  0	0.05	7	2.45167
  0	0.05	8	2.84201
  0	0.05	9	3.28898
  0	0.05	10	2.9285
  0	0.05	11	2.50786
  0	0.05	12	2.36466
  0	0.05	13	2.33091
  0	0.05	14	2.32382
  0	0.05	15	2.32233
  0	0.05	16	2.32201
  0	0.05	17	2.32194
  0	0.05	18	2.32193
  0	0.05	19	2.32193
  0	0.05	20	2.32193
