# ir	alpha	ctx	bpb
  0	0.05	2	2.47575
  0	0.05	3	2.29607
  0	0.05	4	2.29771
  0	0.05	5	2.30469
  0	0.05	6	2.33374
  0	0.05	7	2.44867
  0	0.05	8	2.83565
  0	0.05	9	3.27664
  0	0.05	10	2.93272
  0	0.05	11	2.51348
  0	0.05	12	2.36653
  0	0.05	13	2.3314
  0	0.05	14	2.32391
  0	0.05	15	2.32234
  0	0.05	16	2.32201
  0	0.05	17	2.32194
  0	0.05	18	2.32193
  0	0.05	19	2.32193
  0	0.05	20	2.32193
