# ir	alpha	ctx	bpb
  0	0.05	2	2.47624
  0	0.05	3	2.29116
  0	0.05	4	2.29092
  0	0.05	5	2.29789
  0	0.05	6	2.32685
  0	0.05	7	2.4412
  0	0.05	8	2.81964
  0	0.05	9	3.24632
  0	0.05	10	2.9415
  0	0.05	11	2.52752
  0	0.05	12	2.37133
  0	0.05	13	2.33274
  0	0.05	14	2.32421
  0	0.05	15	2.32241
  0	0.05	16	2.32204
  0	0.05	17	2.32195
  0	0.05	18	2.32193
  0	0.05	19	2.32193
  0	0.05	20	2.32193
