# ir	alpha	ctx	bpb
  1	0.05	2	2.5251
  1	0.05	3	2.3161
  1	0.05	4	2.31698
  1	0.05	5	2.32079
  1	0.05	6	2.33676
  1	0.05	7	2.40197
  1	0.05	8	2.64988
  1	0.05	9	3.25903
  1	0.05	10	3.165
  1	0.05	11	2.60075
  1	0.05	12	2.38562
  1	0.05	13	2.33504
  1	0.05	14	2.32458
  1	0.05	15	2.32248
  1	0.05	16	2.32205
  1	0.05	17	2.32195
  1	0.05	18	2.32193
  1	0.05	19	2.32193
  1	0.05	20	2.32193
