# ir	alpha	ctx	bpb
  0	0.05	2	2.47291
  0	0.05	3	2.28787
  0	0.05	4	2.2866
  0	0.05	5	2.29358
  0	0.05	6	2.32244
  0	0.05	7	2.43632
  0	0.05	8	2.80965
  0	0.05	9	3.22812
  0	0.05	10	2.94668
  0	0.05	11	2.53633
  0	0.05	12	2.37488
  0	0.05	13	2.33362
  0	0.05	14	2.32443
  0	0.05	15	2.32245
  0	0.05	16	2.32203
  0	0.05	17	2.32195
  0	0.05	18	2.32193
  0	0.05	19	2.32193
  0	0.05	20	2.32193
